LOAN_ID,CUSTOMER_ID,AGE,GENDER,STATE,OCCUPATION,MONTHLY_INCOME,LOAN_PRODUCT,LOAN_AMOUNT,SANCTION_AMOUNT,LOAN_TENURE,INTEREST_RATE,EMI_AMOUNT,BUREAU_SCORE,VINTAGE_MONTHS,CURRENT_DPD,MAX_DPD,OUTSTANDING_BALANCE,COLLECTION_BUCKET,LOAN_STATUS,DEFAULT_FLAG,WRITE_OFF_FLAG,DISBURSAL_DATE,LAST_PAYMENT_DATE,FOIR,EMI_INCOME_RATIO,CREDIT_UTILIZATION,IS_DELINQUENT
LN0000908,CUST000643,28,Female,Madhya Pradesh,Business,123276.0,Vehicle Loan,233321,151508,48,18.24,4469.57,618.0,69,75,75,92645,61-90,Delinquent,0,0,2020-06-15,2025-10-31,0.03625661118141406,3.625661118141406,0.6114858621326926,1
LN0000187,CUST000415,55,Female,Gujarat,Self Employed,45816.0,MSME Loan,3837024,3469250,24,18.21,173551.41,763.0,13,30,30,609377,1-30,Active,0,0,2022-03-26,2023-02-28,1.0,378.8008774227344,0.1756509331988182,1
LN0000232,CUST000134,28,Female,Delhi,Self Employed,45160.0,MSME Loan,1312745,1250831,36,16.36,44198.14,837.0,23,0,90,455406,Current,Active,0,0,2022-08-12,2024-06-14,0.978701062887511,97.8701062887511,0.3640827577826261,0
LN0000891,CUST000391,67,Female,West Bengal,Salaried,28791.0,Consumer Durable Loan,195977,183330,6,24.69,32792.68,800.0,28,0,30,155250,Current,Active,0,0,2024-05-12,2026-07-19,1.0,113.8990656802473,0.8468335787923417,0
LN0000509,CUST000092,33,M,Gujarat,SALARIED,69355.0,Housing Loan,2922014,2788827,180,20.67,50366.03,830.0,0,15,15,2584582,1-30,Active,0,0,2020-07-22,,0.7262061855670103,72.62061855670103,0.9267631158189447,1
LN0000875,CUST000088,27,Female,West Bengal,Self Employed,42659.0,Personal Loan,76312,68991,48,18.32,2038.17,796.0,65,0,45,19682,Current,Active,0,0,2024-05-26,2029-08-23,0.047778194519327695,4.7778194519327695,0.28528358771433954,0
LN0000828,CUST000570,31,Male,Telangana,Business,100930.0,Consumer Durable Loan,41776,33610,9,16.7,3999.09,681.0,7,0,30,15289,Current,Active,0,0,2020-08-07,2020-06-24,0.0396224115723769,3.96224115723769,0.45489437667360905,0
LN0000041,CUST000484,40,Female,Tamil Nadu,Business,56778.0,Home Loan,4078108,2937648,120,21.49,59703.49,678.0,65,0,90,584220,Current,Active,0,0,2022-06-28,2027-10-02,1.0,105.15250625242172,0.19887338442182317,0
LN0000492,CUST000666,21,Female,Rajasthan,Self Employed,61651.0,Consumer Durable Loan,109598,84879,9,13.43,9966.57,701.0,52,60,75,23805,31-60,Delinquent,0,0,2022-10-15,2026-11-21,0.16166112471817165,16.166112471817165,0.28045806383204325,1
LN0000383,CUST000348,50,Male,West Bengal,Salaried,57834.0,Personal Loan,732646,481841,48,10.94,12439.4,618.0,31,90,90,434571,61-90,Delinquent,1,0,2021-02-01,2023-05-20,0.2150880105128471,21.50880105128471,0.901897098835508,1
LN0000602,CUST000047,43,Female,Gujarat,Professional,41565.0,Personal Loan,361832,316533,48,10.64,8125.73,758.0,15,0,45,188196,Current,Active,0,0,2023-08-07,2024-10-23,0.19549452664501382,19.54945266450138,0.594554122319,0
LN0000909,CUST000195,35,Female,West Bengal,Self Employed,41765.0,Home Loan,6286695,4434546,240,15.33,59477.78,606.0,15,0,60,3096087,Current,Active,0,0,2024-03-17,2025-05-08,1.0,142.4105830240632,0.6981745143696785,0
LN0000785,CUST000664,41,Male,Uttar Pradesh,Business,38659.0,Personal Loan,81881,66872,24,13.0,3179.22,663.0,27,0,75,24136,Current,Active,0,0,2020-11-08,2023-01-20,0.08223751261025893,8.223751261025892,0.3609283407106113,0
LN0000003,CUST000697,29,Male,Delhi,Salaried,31962.0,Personal Loan,50000,49820,18,12.65,3053.19,804.0,27,15,90,43882,1-30,Active,0,0,2025-02-22,2027-04-19,0.09552562417871223,9.552562417871222,0.8808109193095143,1
LN0000953,CUST000664,47,Male,Madhya Pradesh,Salaried,67976.0,Personal Loan,458004,346856,36,19.55,12811.02,686.0,32,180,30,156677,90+,Delinquent,1,1,2023-04-27,2025-10-21,0.18846386960103567,18.846386960103565,0.4517061835459095,1
LN0000747,CUST000067,32,Male,Karnataka,Business,25928.0,Vehicle Loan,454459,376535,48,49.0,10330.98,740.0,39,0,30,141206,Current,Active,0,0,2023-01-13,2026-03-19,0.3984487812403579,39.84487812403579,0.3750142749014036,0
LN0000773,CUST000189,48,Male,Telangana,Salaried,46391.0,Consumer Durable Loan,80973,65502,6,10.09,11240.52,739.0,42,0,90,27891,Current,Active,0,0,2023-07-27,2027-01-03,0.24229958397102888,24.229958397102887,0.4258037922506183,0
LN0000930,CUST000210,43,Female,Madhya Pradesh,Salaried,65130.0,Home Loan,5238416,3895192,120,8.5,48294.81,641.0,31,0,150,1961108,Current,Active,0,0,2023-10-01,2026-03-05,0.741514048825426,74.15140488254261,0.5034688919057135,0
LN0000923,CUST000161,21,Female,Rajasthan,Salaried,37094.0,Home Loan,5707138,5707138,300,19.82,94959.83,822.0,58,0,60,1782910,Current,Active,0,0,2021-12-11,2026-09-13,1.0,255.99781635844073,0.31240001555946256,0
LN0000543,CUST000285,50,Male,Rajasthan,Professional,71645.0,Durable Loan,147810,93541,24,10.81,4351.5,538.0,20,0,0,91485,Current,Active,0,0,2024-12-29,2026-08-13,0.060736966990020236,6.073696699002023,0.9780203333297698,0
LN0000788,CUST000594,47,female,Rajasthan,Permanent Employee,50126.0,MSME Loan,235352,174906,24,17.15,8660.36,648.0,29,7,7,79186,1-30,Active,0,0,2022-10-21,2025-01-25,0.17277181502613415,17.277181502613416,0.452734611734303,1
LN0000156,CUST000477,32,Male,West Bengal,Professional,93996.0,Personal Loan,505636,377200,24,12.94,17922.15,651.0,16,0,0,79625,Current,Active,0,0,2020-08-08,2021-11-26,0.1906692837993106,19.06692837993106,0.2110949098621421,0
LN0000298,CUST000267,37,Male,West Bengal,Salaried,234194.0,Personal Loan,277543,214734,60,13.5,4941.0,678.0,0,45,45,46951,31-60,Delinquent,0,0,2020-01-01,,0.021097893199654986,2.1097893199654987,0.21864725660584725,1
LN0000308,CUST000281,36,Female,Maharashtra,Professional,25957.0,Personal Loan,303075,260096,48,16.08,7381.85,714.0,55,60,60,211812,31-60,Delinquent,0,0,2024-05-08,2028-08-02,0.28438764109874026,28.438764109874025,0.8143608513779528,1
LN0000259,CUST000399,39,Female,West Bengal,Self Employed,51306.0,Consumer Durable Loan,67784,43812,6,21.14,7758.78,601.0,24,0,30,20123,Current,Active,0,0,2023-09-18,2025-09-05,0.15122558765056718,15.122558765056718,0.4593033871998539,0
LN0000225,CUST000337,33,Female,Tamil Nadu,Salaried,36543.0,Vehicle Loan,1196732,1178731,48,14.35,32417.9,810.0,18,0,150,971861,Current,Active,0,0,2020-08-11,2022-01-06,0.8871165476288209,88.71165476288209,0.8244977013415274,0
LN0000620,CUST000185,44,Male,Karnataka,Business,23551.0,Consumer Durable Loan,186611,151289,12,16.84,13786.79,702.0,17,75,75,68778,61-90,Delinquent,0,0,2023-02-04,2024-03-27,0.585401469152053,58.540146915205305,0.4546133558950089,1
LN0000611,CUST000214,53,Female,Karnataka,Trader,35065.0,Pers Loan,134152,120199,18,17.17,7621.92,733.0,31,0,0,113391,Current,Active,0,0,2022-09-29,2025-03-25,0.21736546413802937,21.736546413802937,0.9433605936821438,0
LN0000235,CUST000036,27,Female,Karnataka,Salaried,49979.0,Personal Loan,97139,66590,18,20.79,4337.91,644.0,8,0,45,48855,Current,Active,0,0,2024-11-27,2025-07-17,0.08679465375457691,8.679465375457692,0.7336687190268809,0
LN0000427,CUST000426,57,Female,Maharashtra,Self Employed,117058.0,Consumer Durable Loan,66861,51247,24,11.39,2397.8,658.0,68,15,60,40511,1-30,Active,0,0,2022-08-19,2028-02-10,0.020483862700541613,2.048386270054161,0.7905048100376607,1
LN0000376,CUST000163,58,Female,Tamil Nadu,Professional,49529.0,MSME Loan,1078618,971418,48,12.51,25825.09,775.0,39,0,60,458426,Current,Active,0,0,2020-02-11,2023-03-31,0.5214135153142604,52.14135153142604,0.47191425318451996,0
LN0000151,CUST000090,44,Female,Rajasthan,Self Employed,78043.0,Consumer Durable Loan,88832,82474,9,13.87,9701.48,848.0,4,0,60,32793,Current,Active,0,0,2024-04-01,2024-07-26,0.124309419166357,12.4309419166357,0.3976162184446007,0
LN0000573,CUST000600,21,F,Rajasthan,Lawyer,37307.0,Personal Loan,360294,310744,12,19.55,28718.73,735.0,68,0,15,191786,Current,Active,0,0,2025-07-06,2031-01-02,0.7697946766022462,76.97946766022461,0.6171832762659939,0
LN0000276,CUST000371,49,Female,Rajasthan,Salaried,162975.0,Vehicle Loan,479961,430232,24,16.85,21240.65,727.0,50,30,45,200190,1-30,Active,0,0,2020-09-21,2024-09-10,0.13033072557140665,13.033072557140665,0.46530709012811694,1
LN0000240,CUST000159,21,Male,Telangana,Salaried,68599.0,Home Loan,2321119,1571455,300,18.18,24072.06,641.0,55,30,120,215348,1-30,Active,0,0,2024-04-11,2028-08-21,0.3509097800259479,35.09097800259479,0.1370373316448769,1
LN0000312,CUST000267,28,Male,West Bengal,Business,43856.0,Personal Loan,325522,292478,24,18.48,14669.62,718.0,30,0,90,126121,Current,Active,0,0,2023-12-12,2026-04-25,0.33449516599781104,33.449516599781106,0.43121533927338124,0
LN0000028,CUST000347,29,Male,Delhi,Self Employed,88587.0,MSME Loan,735385,520372,36,9.27,16613.16,582.0,39,30,30,321815,1-30,Active,0,0,2021-06-22,2024-07-31,0.18753496562701075,18.753496562701073,0.6184325828445805,1
LN0000873,CUST000239,32,Male,Delhi,Self Employed,26675.0,Personal Loan,755132,617499,60,13.2,14113.3,734.0,40,7,7,449765,1-30,Active,0,0,2023-03-02,2026-05-08,0.5290834114339269,52.90834114339269,0.7283655520089911,1
LN0000169,CUST000412,22,Male,West Bengal,Business,43384.0,Consumer Durable Loan,109467,89455,18,11.67,5441.45,655.0,5,0,30,11839,Current,Active,0,0,2020-07-23,2020-12-01,0.1254252719896736,12.54252719896736,0.13234587222625901,0
LN0000222,CUST000029,25,F,West Bengal,salaried,45609.0,MSME,403706,265108,48,20.3,8109.77,520.0,66,0,75,149743,Current,Active,0,0,2020-06-27,2025-11-14,0.1778107391085093,17.78107391085093,0.5648377265114595,0
LN0000236,CUST000555,41,Male,West Bengal,Salaried,46343.0,Personal Loan,682201,546318,36,8.5,17245.91,730.0,30,0,0,263678,Current,Active,0,0,2020-02-29,2022-07-27,0.37213624495608827,37.213624495608826,0.48264563862073007,0
LN0000014,CUST000021,44,Male,Rajasthan,Business,52765.0,Personal Loan,107568,80905,60,21.69,2220.27,684.0,30,0,15,59355,Current,Active,0,0,2022-08-18,2025-01-17,0.04207846110110869,4.207846110110869,0.7336382176626908,0
LN0000134,CUST000204,53,Male,Karnataka,Salaried,45170.0,Personal Loan,50000,41067,24,8.69,1870.3,775.0,31,0,120,13657,Current,Active,0,0,2020-05-17,2022-11-21,0.041405800309940226,4.140580030994022,0.3325541188789052,0
LN0000286,CUST000591,44,Male,Gujarat,Self Employed,32504.0,Personal Loan,483928,339488,18,13.78,20984.48,632.0,67,0,150,121917,Current,Active,0,0,2020-11-02,2026-03-30,0.6455968496185085,64.55968496185085,0.3591202045433123,0
LN0000069,CUST000158,31,Female,Delhi,Professional,,Vehicle Loan,878785,700706,36,17.94,25311.11,678.0,46,0,45,440964,Current,Active,0,0,2022-01-06,2025-09-04,,,0.6293138634462956,0
LN0000817,CUST000532,24,Female,Karnataka,Salaried,,Personal Loan,458797,318577,48,15.25,8906.66,654.0,48,0,75,80751,Current,Active,0,0,2023-09-02,2027-07-03,,,0.25347404238221843,0
LN0000157,CUST000310,51,Female,Madhya Pradesh,Salaried,,Consumer Durable Loan,157431,138587,18,17.89,8835.39,716.0,33,75,90,38483,61-90,Delinquent,0,0,2023-09-15,2026-02-26,,,0.2776811677863003,1
LN0000646,CUST000418,37,Male,Gujarat,Salaried,37306.0,MSME Loan,1838550,1499893,48,13.98,40971.74,764.0,71,0,150,335776,Current,Active,0,0,2024-05-13,2030-02-19,1.0,109.826140567201,0.22386663582002184,0
LN0000017,CUST000552,47,Female,Madhya Pradesh,Salaried,64837.0,MSME Loan,1311134,1311134,36,19.11,48133.9,827.0,15,30,30,548834,1-30,Active,0,0,2024-10-20,2025-11-02,0.7423832071193918,74.23832071193918,0.4185948957162273,1
LN0000426,CUST000441,53,Male,West Bengal,Salaried,47867.0,Vehicle Loan,830720,724202,60,16.14,0.0,783.0,8,0,90,665528,Current,Active,0,0,2022-08-03,2023-03-11,0.0,0.0,0.9189811682375911,0
LN0000086,CUST000392,43,Male,Karnataka,Salaried,44924.0,Vehicle Loan,1327456,944656,60,13.06,21522.85,688.0,23,0,120,831055,Current,Active,0,0,2020-05-21,2022-03-03,0.47909469325972753,47.90946932597275,0.8797435256855406,0
LN0000356,CUST000063,41,Female,Karnataka,Salaried,46180.0,Home Loan,2882374,2114618,120,22.46,44372.69,584.0,55,75,75,670859,61-90,Delinquent,0,0,2020-12-11,2025-02-22,0.9608637938501516,96.08637938501516,0.3172483162443524,1
LN0000098,CUST000573,43,Male,Telangana,Business,68015.0,MSME Loan,2094034,1370942,24,8.5,62317.09,545.0,53,0,0,851903,Current,Active,0,0,2022-02-16,2026-06-04,0.9162256855105491,91.62256855105491,0.6213997382821447,0
LN0000664,CUST000558,34,Male,Delhi,Professional,79530.0,MSME Loan,868627,868627,24,16.76,42846.78,850.0,54,0,60,756324,Current,Active,0,0,2025-01-09,2029-06-14,0.5387499056959638,53.874990569596385,0.8707120547714957,0
LN0000578,CUST000567,50,Male,Delhi,Salaried,42283.0,Home Loan,3451164,2622680,120,14.21,41053.22,662.0,35,75,150,1339498,61-90,Delinquent,0,0,2023-01-09,2025-08-21,0.9709154979542606,97.09154979542606,0.5107363460277273,1
LN0000526,CUST000505,32,Male,Telangana,Self Employed,45576.0,MSME Loan,883903,622938,36,15.77,21829.98,667.0,17,0,15,122142,Current,Active,0,0,2021-08-24,2022-12-31,0.4789797261716693,47.89797261716693,0.1960740876299086,0
LN0000972,CUST000204,32,Male,Delhi,Salaried,49036.0,Personal Loan,176617,166282,18,14.22,10312.53,850.0,51,30,30,154773,1-30,Active,0,0,2023-10-04,2027-11-11,0.21030528591239092,21.030528591239094,0.9307862546757917,1
LN0000925,CUST000328,50,Male,Telangana,Professional,49285.0,Vehicle Loan,100148,73987,36,16.66,2625.34,674.0,63,15,75,46707,1-30,Active,0,0,2022-12-16,2028-01-13,0.053268540123769914,5.326854012376991,0.6312865773717005,1
LN0000641,CUST000518,22,Female,West Bengal,Self Employed,49379.0,Personal Loan,237432,193696,24,20.11,9868.73,782.0,48,0,90,141396,Current,Active,0,0,2022-04-26,2026-03-23,0.19985682172583485,19.985682172583484,0.7299892615232116,0
LN0000320,CUST000277,27,Male,Maharashtra,Professional,83437.0,MSME Loan,1111316,953927,48,8.5,23512.68,769.0,27,0,45,885637,Current,Active,0,0,2020-05-27,2022-08-14,0.281801598811079,28.1801598811079,0.9284117128459515,0
LN0000632,CUST000377,26,Male,Rajasthan,Professional,51916.0,Personal Loan,183343,134001,24,13.55,6405.32,631.0,7,0,90,90874,Current,Active,0,0,2025-01-12,2025-08-10,0.12337853455582093,12.337853455582092,0.6781591182155357,0
LN0000303,CUST000270,28,Male,Uttar Pradesh,Self Employed,29846.0,Personal Loan,444002,352392,36,20.32,13153.68,724.0,28,45,60,321788,31-60,Delinquent,0,0,2022-10-26,2024-12-05,0.44071835421832073,44.07183542183207,0.9131535335648936,1
LN0000016,CUST000111,32,Female,Telangana,SALARIED,81313.0,HL,5354889,3977436,300,16.77,56462.86,709.0,69,0,75,1244265,Current,Active,0,0,2020-10-08,2026-04-29,0.6943890890755475,69.43890890755475,0.3128309292720235,0
LN0000080,CUST000119,36,Male,Maharashtra,Salaried,54925.0,Vehicle Loan,819562,579287,60,16.98,14390.55,633.0,68,7,60,111161,1-30,Active,0,0,2020-11-19,2026-05-13,0.2620036413290851,26.20036413290851,0.19189279234645348,1
LN0000250,CUST000687,44,Male,Telangana,Business,64966.0,Home Loan,3756650,2675291,180,22.78,52566.83,537.0,21,75,75,1139144,61-90,Delinquent,0,0,2025-04-24,2026-10-20,0.8091437059384909,80.9143705938491,0.4258019034191047,1
LN0000359,CUST000527,37,female,Delhi,Salaried,56182.0,HL,7412911,5197915,180,18.45,85396.63,671.0,4,30,90,3448385,1-30,Active,0,0,2022-03-21,2022-06-08,1.0,151.99998220070486,0.663416966225881,1
LN0000040,CUST000620,26,Male,Maharashtra,Self Employed,39111.0,MSME Loan,150000,119868,36,14.08,4101.46,705.0,30,90,90,91945,61-90,Delinquent,1,0,2025-01-12,2027-03-19,0.10486717291810488,10.486717291810487,0.7670520906330297,1
LN0000460,CUST000523,33,Male,Uttar Pradesh,Salaried,62891.0,Personal Loan,325243,294414,36,19.31,10838.25,817.0,65,90,90,68841,61-90,Delinquent,1,0,2025-07-23,2030-07-23,0.17233387925140323,17.233387925140324,0.23382379913998655,1
LN0000765,CUST000657,22,Female,Madhya Pradesh,Salaried,34608.0,Vehicle Loan,693339,440666,48,22.25,13943.54,628.0,71,30,30,279367,1-30,Active,0,0,2021-02-06,2026-10-29,0.40289932963476655,40.28993296347665,0.6339654069068184,1
LN0000723,CUST000506,42,Female,Uttar Pradesh,Self Employed,48428.0,MSME Loan,1390360,1173389,36,20.29,43780.92,701.0,66,75,150,983690,61-90,Delinquent,0,0,2025-07-05,2030-08-31,0.9040414636160898,90.40414636160898,0.8383323859350991,1
LN0000546,CUST000347,57,Female,Maharashtra,Self Employed,110365.0,Personal Loan,429402,404493,48,14.65,11185.71,757.0,11,15,120,200957,1-30,Active,0,0,2023-03-17,2024-01-22,0.10135196846826439,10.135196846826439,0.49681205855231114,1
LN0000030,CUST000579,22,Male,West Bengal,Business,111205.0,MSME Loan,1840974,1616643,48,15.95,45774.73,790.0,30,45,45,1557793,31-60,Delinquent,0,0,2024-02-13,2026-05-14,0.41162474708871005,41.162474708871,0.9635974052403654,1
LN0000580,CUST000148,43,Male,Rajasthan,Professional,43236.0,Personal Loan,478086,325337,60,18.52,8353.73,651.0,35,0,0,236929,Current,Active,0,0,2025-07-19,2028-04-20,0.1932123693218614,19.32123693218614,0.7282571610360948,0
LN0000810,CUST000125,36,Male,Rajasthan,Salaried,48626.0,Personal Loan,433703,355230,48,14.23,9748.22,717.0,66,0,15,300614,Current,Active,0,0,2023-11-15,2029-04-16,0.20047340928721258,20.04734092872126,0.8462517242350027,0
LN0000220,CUST000629,89,Male,Uttar Pradesh,Self Employed,139649.0,Vehicle Loan,770412,668906,60,10.49,14374.09,718.0,9,0,120,466984,Current,Active,0,0,2023-12-16,2024-08-18,0.10293013197373414,10.293013197373414,0.6981309780447477,0
LN0000074,CUST000121,45,Male,Uttar Pradesh,Salaried,37201.0,Personal Loan,596488,409762,36,12.58,13723.75,575.0,65,0,15,143574,Current,Active,0,0,2024-02-11,2029-05-11,0.3689080938684444,36.890809386844445,0.3503838813750421,0
LN0000754,CUST000626,23,Male,Tamil Nadu,Self Employed,50649.0,Vehicle Loan,1708465,1204933,48,14.6,33290.38,560.0,31,0,60,738328,Current,Active,0,0,2024-07-25,2027-01-06,0.6572761555015894,65.72761555015893,0.6127544021119846,0
LN0000861,CUST000596,60,Male,Uttar Pradesh,Salaried,36376.0,Personal Loan,312122,238192,12,11.94,21156.39,738.0,23,0,90,0,Current,Active,0,0,2025-08-24,2027-06-12,0.5816029799868044,58.16029799868044,0.0,0
LN0000595,CUST000550,29,Male,Tamil Nadu,Salaried,,Consumer Durable Loan,141184,120804,6,13.46,20931.77,714.0,63,30,150,71681,1-30,Active,0,0,2025-12-15,2031-01-09,,,0.5933661137048442,1
LN0000024,CUST000330,46,Female,Uttar Pradesh,Salaried,52807.0,Vehicle Loan,730594,503180,36,20.93,18939.26,567.0,17,60,60,394745,31-60,Delinquent,0,0,2024-08-26,2025-10-29,0.3586505576912152,35.86505576912152,0.7845005763345125,1
LN0000499,CUST000699,32,Male,Tamil Nadu,Salaried,28085.0,Consumer Durable Loan,118836,94951,24,17.79,4730.71,680.0,34,0,90,32173,Current,Active,0,0,2024-02-13,2026-11-11,0.1684425850097917,16.84425850097917,0.33883792693073267,0
LN0000475,CUST000597,38,Female,Tamil Nadu,,33964.0,Home Loan,5582641,3660511,180,23.34,73489.7,623.0,15,0,120,2759728,Current,Active,0,0,2025-07-12,2026-09-21,1.0,216.37527970792604,0.7539187834703952,0
LN0000913,CUST000153,42,Male,West Bengal,Professional,93139.0,Personal Loan,401402,391499,24,18.52,19643.74,755.0,66,30,90,319956,1-30,Active,0,0,2023-09-23,2029-01-01,0.21090778299101345,21.090778299101345,0.8172587924873371,1
LN0000990,CUST000353,56,Female,Tamil Nadu,Self Employed,44634.0,Consumer Durable Loan,110349,104174,24,13.89,4996.28,850.0,53,0,60,28856,Current,Active,0,0,2022-05-10,2026-08-27,0.1119388806739257,11.19388806739257,0.2769980993338069,0
LN0000962,CUST000256,45,Female,Rajasthan,Professional,37131.0,MSME Loan,2595968,1658592,60,11.11,36152.86,616.0,31,7,7,898234,1-30,Active,0,0,2020-12-07,2023-05-21,0.9736570520589265,97.36570520589265,0.5415641700912581,1
LN0000583,CUST000135,89,Female,Karnataka,Self Employed,77347.0,Personal Loan,523770,357810,36,15.27,12450.96,655.0,32,0,60,271718,Current,Active,0,0,2021-04-03,2023-10-19,0.16097534487439719,16.09753448743972,0.7593918560129678,0
LN0000233,CUST000426,30,Female,Delhi,Salaried,58926.0,Personal Loan,727753,495248,60,12.4,11116.89,682.0,18,0,90,317042,Current,Active,0,0,2022-10-08,2024-02-27,0.18865848691579268,18.865848691579266,0.640168158175298,0
LN0000959,CUST000528,28,Female,Madhya Pradesh,Salaried,95464.0,Personal Loan,77962,58613,36,11.04,1920.02,675.0,72,0,60,17308,Current,Active,0,0,2021-05-29,2027-03-17,0.02011250314254588,2.011250314254588,0.2952928531213212,0
LN0000626,CUST000522,37,Female,Maharashtra,Business,,MSME Loan,505124,409235,36,10.04,13212.55,771.0,71,0,15,240939,Current,Active,0,0,2024-07-02,2030-03-20,,,0.5887546275367453,0
LN0000438,CUST000247,56,Male,Karnataka,Salaried,27980.0,Vehicle Loan,1299626,1253135,24,22.11,65078.42,850.0,17,0,45,385820,Current,Active,0,0,2021-01-31,2022-06-23,1.0,232.58906361686917,0.3078838273609787,0
LN0000301,CUST000570,44,Female,Telangana,Self Employed,29180.0,Vehicle Loan,1075044,854916,60,17.67,21556.07,682.0,30,0,30,637955,Current,Active,0,0,2024-04-22,2026-09-13,0.7387275531185744,73.87275531185745,0.7462195116245339,0
LN0000748,CUST000179,30,Female,Gujarat,Salaried,53917.0,Vehicle Loan,990244,847975,24,12.63,40167.06,786.0,17,0,75,823809,Current,Active,0,0,2020-08-16,2021-12-07,0.7449795055362872,74.49795055362873,0.9715015183230638,0
LN0000181,CUST000475,47,Female,Telangana,Business,36217.0,MSME Loan,2306132,2032518,36,19.36,74874.49,735.0,42,0,90,398506,Current,Active,0,0,2024-08-04,2027-12-07,1.0,206.738520584256,0.19606517629856168,0
LN0000174,CUST000380,35,Female,Maharashtra,Business,54484.0,Vehicle Loan,902000,627432,24,16.03,30730.02,649.0,1,15,90,587868,1-30,Active,0,0,2021-06-27,2021-06-20,0.5640191615887233,56.40191615887233,0.9369429675247676,1
LN0000136,CUST000636,42,Male,Gujarat,Salaried,38469.0,Personal Loan,127801,84286,12,15.58,999999.0,619.0,62,0,30,49519,Current,Active,0,0,2023-08-18,2028-08-22,1.0,2599.493098338922,0.5875115677573974,0
LN0000719,CUST000691,89,Male,Delhi,Salaried,50172.0,Home Loan,3109879,1985338,120,14.68,31642.5,555.0,17,15,90,1125934,1-30,Active,0,0,2023-11-29,2025-03-02,0.6306804592202823,63.068045922028226,0.5671245903720172,1
LN0000981,CUST000697,38,Female,Uttar Pradesh,Self Employed,88023.0,MSME Loan,1885980,1510998,60,12.76,34194.49,674.0,7,30,30,520195,1-30,Active,0,0,2022-07-21,2022-12-16,0.3884722174886109,38.84722174886109,0.3442724609827412,1
LN0000066,CUST000677,50,Female,Madhya Pradesh,PROFESSIONAL,37973.0,MSME Loan,2367320,1744751,60,10.95,37891.62,663.0,17,30,30,960802,1-30,Active,0,0,2023-11-17,2025-03-08,0.9978568983224924,99.78568983224923,0.5506814439424308,1
LN0000609,CUST000441,21,Female,Tamil Nadu,Professional,33177.0,Consumer Durable Loan,56221,44794,12,17.41,4094.15,706.0,70,0,45,33811,Current,Active,0,0,2022-07-10,2028-04-01,0.12340326129547578,12.340326129547579,0.7548109121757378,0
LN0000082,CUST000468,39,Male,Karnataka,Business,14525.0,Personal Loan,609925,439465,12,12.46,39140.57,532.0,53,0,45,210055,Current,Delinquent,1,0,2023-08-03,2027-11-23,1.0,269.4703614457831,0.47797890617000216,0
LN0000498,CUST000359,53,Male,West Bengal,Self Employed,85834.0,Home Loan,7139809,5880622,120,13.92,91023.67,771.0,52,30,30,3935258,1-30,Active,0,0,2024-10-06,2028-12-10,1.0,106.04617051518046,0.6691907760777687,1
LN0000616,CUST000313,26,Female,Madhya Pradesh,Salaried,33386.0,Vehicle Loan,611317,584358,48,14.44,16097.72,776.0,42,7,75,439616,1-30,Active,0,0,2025-12-12,2029-05-06,0.4821697717606182,48.21697717606182,0.7523059494351065,1
LN0000046,CUST000371,40,Male,Delhi,Salaried,44398.0,Personal Loan,337622,260388,24,12.67,12339.0,693.0,62,0,30,222223,Current,Active,0,0,2025-01-25,2030-02-17,0.27791792423082123,27.791792423082125,0.8534302656036377,0
LN0000437,CUST000017,65,Female,West Bengal,Business,77558.0,Vehicle Loan,868707,685979,60,16.91,17015.17,724.0,54,0,60,428136,Current,Active,0,0,2024-07-04,2028-10-29,0.21938639469816135,21.938639469816135,0.6241240621068574,0
LN0000941,CUST000095,31,Female,Delhi,Salaried,58853.0,Personal Loan,50000,45611,60,12.16,1018.28,791.0,66,0,15,27423,Current,Active,0,0,2022-05-15,2027-09-13,0.017302091652082307,1.7302091652082308,0.6012365438161847,0
LN0000659,CUST000685,67,Male,Rajasthan,Salaried,40057.0,Vehicle Loan,199977,164630,24,11.06,7677.64,698.0,52,0,60,134421,Current,Active,0,0,2023-01-01,2027-04-01,0.1916678732805752,19.16678732805752,0.8165036749073681,0
LN0000993,CUST000125,43,Female,Tamil Nadu,,,Consumer Durable Loan,81204,181204,9,16.7,7663.59,713.0,66,30,75,14098,1-30,Active,0,0,2024-01-17,2029-04-22,,,0.07780181452948058,1
LN0000140,CUST000098,35,Female,Maharashtra,Salaried,120691.0,Personal Loan,498109,347379,48,14.85,9641.42,599.0,12,0,75,88321,Current,Active,0,0,2022-12-21,2023-11-23,0.07988516127963145,7.988516127963146,0.2542496811839518,0
LN0000698,CUST000006,32,Male,Karnataka,Self Employed,40408.0,Home Loan,6510412,4837102,180,12.87,60787.87,642.0,11,0,15,2599558,Current,Active,0,0,2021-10-04,2022-07-23,1.0,150.4352355969115,0.5374205464346213,0
LN0000519,CUST000557,39,Female,Tamil Nadu,Business,91801.0,MSME Loan,1755050,1573073,48,49.0,48381.92,714.0,71,75,150,531412,61-90,Delinquent,0,0,2020-02-27,2025-10-04,0.5270304245051797,52.70304245051797,0.3378177617949072,1
LN0000655,CUST000653,43,Female,Tamil Nadu,Business,81418.0,Home Loan,5440520,3614037,120,8.5,44808.89,610.0,36,7,75,1142257,1-30,Active,0,0,2020-03-07,2023-02-13,0.5503560637696824,55.03560637696824,0.3160612356763365,1
